canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,width,height,annotation_count,out_of_bounds_count,duplicate_coordinate_record_count,estimated_fingerprint_area_px,estimated_fingerprint_area_fraction,annotation_density_per_100k_estimated_fingerprint_px,inside_estimated_fingerprint_mask_count,within_16px_edge_count,within_5pct_edge_count,nearest_neighbor_median_px,otsu_dark_ridge_threshold
R4/65_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/65_right_loop.jpg,Pore ground truth/Ground truth/R4/65_right_loop.tsv,eccf8196b7e19110e3820dcf782ad63e4ff3db85943eafe49d338882de7e31c9,ca144e1c8d4bcbd7f191baa88fc748d389b4dbb5d971a3a1772b5aa88413f731,512,512,320,0,0,261212,0.9964447021484375,122.50585731130269,320,39,57,17.11724276862369,123.0
R4/66_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/66_right_loop.jpg,Pore ground truth/Ground truth/R4/66_right_loop.tsv,a8680ff48f10faae77ee4394b8fd2ab175cc6e51f6b013c0c83b00c08a89de52,c955e5f4b320ba1bab4723591970b5f8687abfc38b68713fd9129257e9afed41,512,512,348,0,0,261234,0.9965286254882812,133.21390018144652,348,48,67,16.492422502470642,118.0
R4/67_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/67_right_loop.jpg,Pore ground truth/Ground truth/R4/67_right_loop.tsv,dc614d798bf88e30d49811982863df79fbc16c743f5265424e5fcb474bb573d2,00c09b40e480011b6ea0c681b0c22e9eb2f6a0cf4c4f06637d8273c463fb5ba3,512,512,503,0,0,257979,0.9841117858886719,194.97711054000519,493,68,101,14.7648230602334,113.0
R4/68_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/68_right_loop.jpg,Pore ground truth/Ground truth/R4/68_right_loop.tsv,a5afae4130b901920c6a092802a7c643e7e42e9e035cc2dc351ec59a001f6bea,76d814ebbc9b7460d7cbd611b1e2a728f50ecb8ba435ca91545f245dde639d15,512,512,486,0,1,261846,0.9988632202148438,185.60527943905961,486,63,91,15.524174696260024,109.0
R4/69_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/69_right_loop.jpg,Pore ground truth/Ground truth/R4/69_right_loop.tsv,e43d1da0513e37e2ef99172fee1135fe7d365300af917a51b50cd3b3c177db91,79eb13ed1c3bba32b228f9f03a8fa0841d353e74db0bb6ce430f413d036607e1,512,512,363,0,0,261900,0.9990692138671875,138.602520045819,363,50,70,16.1245154965971,124.0
R4/6_plain_arch,R4,plain_arch,Pore ground truth/Fingerprint Images/R4/6_plain_arch.jpg,Pore ground truth/Ground truth/R4/6_plain_arch.tsv,9467683b3ff8dc14da905a00223b8f6c2f4e089c0a06b09cbabe2995d5601b49,a87b8895a46c5fad439496e0991defb680d8255538913476f60db01a006a34e2,512,512,360,0,0,261342,0.9969406127929688,137.75053378331842,360,52,72,15.636487597155918,124.0
R4/6_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/6_right_loop.jpg,Pore ground truth/Ground truth/R4/6_right_loop.tsv,8d7e64ba4ed0195fac118941e5abe94d22fd3efc4ba9fdc8cef15af5a4fcf6c0,b9d7b917569518dfbcb4efc863cccfa0fa343e1f4afeb38ad42b5f9c173a4905,512,512,356,0,0,261729,0.9984169006347656,136.01855354202246,356,49,68,16.278820596099706,132.0
R4/6_whorl,R4,whorl,Pore ground truth/Fingerprint Images/R4/6_whorl.jpg,Pore ground truth/Ground truth/R4/6_whorl.tsv,481150cc1a1007cf1433188d0be15fadbfbf9edb91e685067db44767e553d5b2,fdbd3478ed19666c6ed118237c8c947e890d52c50a93e10952c4a442e9f44f19,512,512,511,0,0,261154,0.9962234497070312,195.6699878232767,511,52,88,14.317821063276353,110.0
R4/70_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/70_right_loop.jpg,Pore ground truth/Ground truth/R4/70_right_loop.tsv,f9dec07fcea432446cfba399e94858e3b2c918a96149b873c9b2a2702e5575f2,9fb7e06da3bd9083dcd3d26de0c2bedb4aae910a392e9b7599dd9a1f618ffd7f,512,512,484,0,0,262144,1.0,184.63134765625,484,63,96,15.540261941182035,113.0
R4/71_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/71_right_loop.jpg,Pore ground truth/Ground truth/R4/71_right_loop.tsv,3b4459432821aef58f5fe2fd3acc800e5b06139e3c05e9e9aecb36d1a72053fb,4f1e764aa24b67e42af9bb62b7d7e10f76b5d7f3c307fabd4908316673fcf7a2,512,512,458,0,0,262144,1.0,174.713134765625,458,58,88,16.1245154965971,112.0
R4/72_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/72_right_loop.jpg,Pore ground truth/Ground truth/R4/72_right_loop.tsv,ac08587f45f9916175a4743e002eb13b53352e0c97d99d635f7ba09a5f5fd46c,96b488f70a21020786cfd0a70ed94ed773676f253e3ef1767342a4e3dbf2c30e,512,512,400,0,0,261583,0.9978599548339844,152.91513592244144,400,56,78,15.458778946295832,135.0
R4/73_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/73_right_loop.jpg,Pore ground truth/Ground truth/R4/73_right_loop.tsv,be3c01498b6b5c5f62ba0cde2f714211494f25e3ec216cd181e24dd313a4d46a,adba45d9dcff7b2fa1bef62070858e95aff475f52ef74ebc523ecba4f82f15e3,512,512,395,0,0,262144,1.0,150.6805419921875,395,53,81,14.866068747318506,112.0
R4/74_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/74_right_loop.jpg,Pore ground truth/Ground truth/R4/74_right_loop.tsv,a587cd915d9d8ba52e7b3c7713b7e7e2ad22dc3506fe68523eaeb5246118a3b3,57d40db340ef73157895def0e325f0891323f82f480b4510861a075bbb34731a,512,512,433,0,1,261890,0.9990310668945312,165.33659169880485,433,63,80,15.0,114.0
R4/7_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/7_right_loop.jpg,Pore ground truth/Ground truth/R4/7_right_loop.tsv,edc8c66c6e5431602e51dec092f22ced8575aadf604442c33bdcd265e6e62ffd,9aa7915a571db585cb5de169d917100f47de19d319438b3a59aa11cbe74526bc,512,512,454,0,0,261881,0.9989967346191406,173.36118313279695,454,60,90,14.866068747318506,115.0
R4/7_whorl,R4,whorl,Pore ground truth/Fingerprint Images/R4/7_whorl.jpg,Pore ground truth/Ground truth/R4/7_whorl.tsv,7fbb851139bc192bf564fb15d20471a728cc605f884976442993eb77eced16d4,afe371a4507be51f0cc6d42bcb7bcbdb2ee4efa3f4087e3923bb10d86cf3c411,512,512,381,0,1,262144,1.0,145.3399658203125,381,50,70,15.297058540778355,113.0
R4/8_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/8_right_loop.jpg,Pore ground truth/Ground truth/R4/8_right_loop.tsv,04ad7845e82f2876f94a4b4a386a7353a9b980bb9adf9f510895655b2e9edc20,ee409a5d04ed6bb4ca819d12f04520ae6b4fbe2c05a9d6c8748fb4170e359b5c,512,512,470,0,0,260429,0.9934577941894531,180.471452871992,469,69,94,16.15549442140351,135.0
R4/8_whorl,R4,whorl,Pore ground truth/Fingerprint Images/R4/8_whorl.jpg,Pore ground truth/Ground truth/R4/8_whorl.tsv,3fae7841a8410566f3236b6a8ab17f0069811ba8aad70c08747ff10e02c29fac,e7ed8f976a19055d1f899c6534861c264f7a7434d2e8de09fe244f6814de5daa,512,512,510,0,1,260642,0.9942703247070312,195.6706900653003,510,68,100,15.524174696260024,109.0
R4/9_right_loop,R4,right_loop,Pore ground truth/Fingerprint Images/R4/9_right_loop.jpg,Pore ground truth/Ground truth/R4/9_right_loop.tsv,70ef1d85977cd0e1eb8291e18d8196859ef103f7a52f84378e7709cec7a31150,c9dbaafb76e8c8c32bec285b652236b2a97ed5d49e481c19268eda35aacd45fb,512,512,477,0,0,256449,0.9782752990722656,186.00189511364835,465,66,96,16.401219466856727,111.0
R4/9_whorl,R4,whorl,Pore ground truth/Fingerprint Images/R4/9_whorl.jpg,Pore ground truth/Ground truth/R4/9_whorl.tsv,a99b84130ccbd98a8bdf04921bbb0b0306a9272fa06feab8e3bb7d532b7adb93,5ac088d4ae937ba2c86bda6c06200d5052f66da67ab43dd08dbaff03babad747,512,512,460,0,0,261154,0.9962234497070312,176.14128062369332,458,59,88,15.410616618519189,109.0
R5/10_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/10_right_loop.jpg,Pore ground truth/Ground truth/R5/10_right_loop.tsv,c758474ffda9a97739efc852949ae2689141266c2504b735622871837129555e,299ec94221d9c9b0762c3508ba017627f5d18b91835a43e50881c596d89cd4b1,512,512,358,0,0,261607,0.9979515075683594,136.84649111071187,358,38,64,16.492422502470642,124.0
R5/10_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/10_whorl.jpg,Pore ground truth/Ground truth/R5/10_whorl.tsv,47c6d31b8f3870c92fbee8ddf39596bed72dbef178b4b474b735fb997914a19e,d8281eda0daf12a6d0b15480288ff2de4a1d77c0c2fa6283fe683d2f11c859d2,512,512,387,0,1,262144,1.0,147.6287841796875,387,57,82,16.15549442140351,121.0
R5/11_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/11_right_loop.jpg,Pore ground truth/Ground truth/R5/11_right_loop.tsv,347b8c7a530a49c4a96a4c117cb457dfdc6fa6f425344b82a11ea5e87f58588b,d779e6206109af0e72f9c0370b7dae8df197d7208d95190d3012abc7940d8394,512,512,367,0,0,262144,1.0,139.9993896484375,367,52,73,14.560219778561036,117.0
R5/11_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/11_whorl.jpg,Pore ground truth/Ground truth/R5/11_whorl.tsv,01ba5a451a2cb742dc9ebc998f73cc8056496d11947b5488726b92f487f8b6ed,54ca051ec67b6780318215d55f9b25e9ffe9ca852981fa7005814d71d8be21c9,512,512,424,0,1,261910,0.9991073608398438,161.88767133748235,424,52,81,16.1245154965971,110.0
R5/12_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/12_right_loop.jpg,Pore ground truth/Ground truth/R5/12_right_loop.tsv,21ecd81d99b574d036954107e985eabc5929a33b0930aaf60efeb452746846c8,e6228318c963257fea3c984cc2fea2b8ecfb3c5fff79f10ac4e216fe160464f3,512,512,375,0,0,261531,0.9976615905761719,143.38644367206948,375,50,76,15.297058540778355,113.0
R5/12_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/12_whorl.jpg,Pore ground truth/Ground truth/R5/12_whorl.tsv,531617d44a21ca8180ed3b3a60acd76028a5f009f4aeeb913c3294838150bb9f,56ea1157c097d865ee252b16160f62303be849df4a4ce6ed39753d466a291bcf,512,512,377,0,0,262144,1.0,143.8140869140625,377,54,76,14.317821063276353,126.0
R5/13_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/13_right_loop.jpg,Pore ground truth/Ground truth/R5/13_right_loop.tsv,261ea1c4a32e5f07dac111c4a74c9fa1a5ca743dd900c2f7d45749e293e4cb98,a74c857f00d6ed3a8337d57d24d93942faf5403582abf110b899f65d3cc2cda1,512,512,331,0,0,262144,1.0,126.2664794921875,331,42,67,15.652475842498529,116.0
R5/13_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/13_whorl.jpg,Pore ground truth/Ground truth/R5/13_whorl.tsv,a857a51e57413c2ad38b464c5421f32e85623e619d64f631d9db22384210d7cd,e7620892173b62606ffa8afed2c2320db24acbb87608743a26edf567349b7b3c,512,512,470,0,0,262144,1.0,179.290771484375,470,58,89,15.297058540778355,110.0
R5/14_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/14_right_loop.jpg,Pore ground truth/Ground truth/R5/14_right_loop.tsv,fe2346f17da86f228f84814fe139e1dbeeb207f831ea0a2aaca1bf16033813e4,15161476d38b7f314afa5b5fc7757a3e855b290f4024314a9636d776091732a1,512,512,314,0,0,262144,1.0,119.781494140625,314,38,58,15.811388300841896,115.0
R5/14_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/14_whorl.jpg,Pore ground truth/Ground truth/R5/14_whorl.tsv,5a7024e5f871a6fc70e5b135bbb8e4b0eb04d82473cde50a4afcd321bda52b2f,5d292e7895e2fb8a6c35bab70a113a11992f0af32e4a71bed8f086b23cbbc3c7,512,512,392,0,0,261687,0.9982566833496094,149.7972768995021,392,53,78,16.821658488546618,127.0
R5/15_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/15_right_loop.jpg,Pore ground truth/Ground truth/R5/15_right_loop.tsv,51ea59581eb59be215817663692716eba26f0877c28b8038b6492c7b4a844a17,248a5ee8005094f48dc6aa3ef4057548d1d22936d4e5db74b20f263aef2a383a,512,512,416,0,2,261875,0.9989738464355469,158.854415274463,416,63,87,16.1245154965971,115.0
R5/15_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/15_whorl.jpg,Pore ground truth/Ground truth/R5/15_whorl.tsv,a69645c935bc97ea23df8991fca38ad770ca0d7d17defa6720f6b0e1031b12bb,91451f6564cd68cbc3cbe0ec9c0d497f6c43bc959062729a4dfdd1c85438bc24,512,512,469,0,1,262144,1.0,178.9093017578125,469,57,85,16.55294535724685,109.0
R5/16_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/16_right_loop.jpg,Pore ground truth/Ground truth/R5/16_right_loop.tsv,f1413fc61b5fc69aed504c8a82762272ad83449bd4335aedd5c5a4472ba3d392,116523e58eb98e6074c468e368eba4a2356690f1a91c822c5e7afdb877a0b1f5,512,512,442,0,1,260530,0.9938430786132812,169.65416650673626,441,52,76,15.410616618519189,118.0
R5/16_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/16_whorl.jpg,Pore ground truth/Ground truth/R5/16_whorl.tsv,80931921a4920843190433817f48bdbf79e4e524c8be27d6ca8cc6870f58e64f,953f817acd5b3c38855f97e944b9aabebd558763a51eeb7f7c9c1a7743c1b9b3,512,512,349,0,0,260557,0.9939460754394531,133.9438203540876,346,50,72,16.492422502470642,116.0
R5/17_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/17_right_loop.jpg,Pore ground truth/Ground truth/R5/17_right_loop.tsv,93b64bc0794f1c9810336bab7e8fb19b3a5f53aef8235463ba9afb6b1b43ddc9,0b393a138f132cbb766402c5b96cf6ab191d3729894319bc7a78ad63459d64ba,512,512,362,0,0,260884,0.9951934814453125,138.75898866929364,362,39,59,16.97056274847714,119.0
R5/17_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/17_whorl.jpg,Pore ground truth/Ground truth/R5/17_whorl.tsv,9e624a9d44a9d97975b38d0cfdb211e900709a6ac67a71741d8f0b91a553f96e,2aa9d5f6870f399d00a35f81c019583c7510de1bacd931e6c53a99b8784e384c,512,512,336,0,0,258455,0.9859275817871094,130.00328877367434,336,37,51,15.0,119.0
R5/18_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/18_right_loop.jpg,Pore ground truth/Ground truth/R5/18_right_loop.tsv,d69f38cdf7ddcb01c9c0b129be4a97989ff42b5d816cf70b0cca1da66b155cf2,b8856ab358a90318e9cec71af4619680a175f5949e20fc76df5b15329f64e32a,512,512,369,0,0,261938,0.9992141723632812,140.8730310226084,369,60,83,15.556349186104045,116.0
R5/18_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/18_whorl.jpg,Pore ground truth/Ground truth/R5/18_whorl.tsv,d4120dd6b08c0923665221191f72d5ac1c159e895258fcfa457cb5b8c7e912ba,d32ee230008a45dd2c48b5fe4bc191a60da561288c3a483c3aee6feb77028b76,512,512,449,0,1,261385,0.9971046447753906,171.77726342368535,449,55,83,16.278820596099706,117.0
R5/19_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/19_right_loop.jpg,Pore ground truth/Ground truth/R5/19_right_loop.tsv,d935b8244090e9fd4b44e363ca3e0af6e3442e182089d9c7e99afbd1aee89f13,854064f4e6afb7b57ca9d1bd2d5947fc9b4b76b45e26b724629feeb6dc2a98a7,512,512,346,0,3,260804,0.9948883056640625,132.6666768914587,344,39,62,15.033296378372908,122.0
R5/19_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/19_whorl.jpg,Pore ground truth/Ground truth/R5/19_whorl.tsv,5b061a75e92c9c6e6e74476d7558f6c821d96e5d9343eccdc7e4ebb316772af9,4d97eb4c6156591d9aca9d2ff6bab1206fcf8fa14ac1f1185de636661c1ff99b,512,512,438,0,0,261733,0.9984321594238281,167.34611225943996,438,51,76,15.297058540778355,111.0
R5/1_left_loop,R5,left_loop,Pore ground truth/Fingerprint Images/R5/1_left_loop.jpg,Pore ground truth/Ground truth/R5/1_left_loop.tsv,99c6413ea5ada18e64bf72660c0733a8a02dfa73c256a6cee8105785574f7512,63c7c1b7eaf93de053414b4b4a7f01eec4b0a01a43be597a87583937d0ee4198,512,512,508,0,0,258074,0.9844741821289062,196.84276602834845,501,67,102,15.06637297521078,116.0
R5/1_plain_arch,R5,plain_arch,Pore ground truth/Fingerprint Images/R5/1_plain_arch.jpg,Pore ground truth/Ground truth/R5/1_plain_arch.tsv,893d0d794fb500a946fb32e83ee715bd0c5a8630032bc75f28bfc6a326c54859,7d779f3ff89cfa2f68d56dd044d86f4ba33ca77be6dd7c6353cd449ef2188abd,512,512,459,0,0,262144,1.0,175.0946044921875,459,57,82,17.26267650163207,133.0
R5/1_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/1_right_loop.jpg,Pore ground truth/Ground truth/R5/1_right_loop.tsv,d0ff79f92827f43e845ceabaff6a736b5bd4040afce32c3433c6bf5271bb565a,df763b6c806a2e388db7850739cbe6ebcd7bef483686776f1aa843de84bbc2d5,512,512,354,0,0,261120,0.99609375,135.56985294117646,354,42,60,15.811388300841896,118.0
R5/1_tented_arch,R5,tented_arch,Pore ground truth/Fingerprint Images/R5/1_tented_arch.jpg,Pore ground truth/Ground truth/R5/1_tented_arch.tsv,85d66c56282e5f662f8aa7a5b55046f44f553a3d151ae0d7715ea7f91a1799a5,533b88a63bcfb2e30c4a6c5553dc98f417fe18ced056d4213ce9d72fc33497c1,512,512,341,0,0,262144,1.0,130.0811767578125,341,45,64,15.556349186104045,119.0
R5/1_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/1_whorl.jpg,Pore ground truth/Ground truth/R5/1_whorl.tsv,3fc581f5d6067d4629e9001e5ff3dd6b0afdb589393f4302f94f71b661a4df99,884fad3633d2bbad11602aa8f4f853c881957fd9e56d4b115199d1762c1b744a,512,512,358,0,0,262144,1.0,136.566162109375,358,50,65,14.142135623730951,129.0
R5/20_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/20_right_loop.jpg,Pore ground truth/Ground truth/R5/20_right_loop.tsv,8304875a336e576b25c226e836fc0d2b67ebcd360028e984a05062e417504bfc,e0df91c5d2a78d7d75f034664ec4bab5e0e37a3f3553ecd3665cf032016553b7,512,512,402,0,0,262144,1.0,153.350830078125,402,57,89,14.593514081044678,118.0
R5/20_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/20_whorl.jpg,Pore ground truth/Ground truth/R5/20_whorl.tsv,bf33362624a3ba670869f43ef7fa78e32b34cc65f0b13f0ee9b1c4308d930572,12d22d8d9012f8cd301446b097efd2d2edbe95a12d1a0f13b0ce281eb350e79d,512,512,487,0,0,262144,1.0,185.7757568359375,487,56,88,16.1245154965971,110.0
R5/21_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/21_right_loop.jpg,Pore ground truth/Ground truth/R5/21_right_loop.tsv,f26479ba411472f0e6f5aa058f091c522099077d536c12ec3714f9085bee456a,15f03e517dbb6a6546161dc8bcbf07968f47cd928909d3989ae3f07d15611f2e,512,512,441,0,0,262144,1.0,168.2281494140625,441,55,83,15.132745950421556,110.0
R5/21_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/21_whorl.jpg,Pore ground truth/Ground truth/R5/21_whorl.tsv,c3f4965e565e2bf4ec2c5da63047d2c2932de1b9f8479d01996b2be38bf97d04,69b12e8788b780712b1a715918e590c723bee6950a7687c863d419b77f74948c,512,512,518,0,0,250920,0.957183837890625,206.44029969711463,499,59,90,15.033296378372908,115.0
R5/22_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/22_right_loop.jpg,Pore ground truth/Ground truth/R5/22_right_loop.tsv,a299b40c31e97c48aacd6cdd2737fbb94adf721b862f652fe75ab7793b98de51,ff7bd8fde7cd7cc9005d266acc7ddfa8969b3c7b6b6f419a1604cf0524365c2e,512,512,451,0,0,262144,1.0,172.0428466796875,451,55,90,15.620499351813308,111.0
R5/22_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/22_whorl.jpg,Pore ground truth/Ground truth/R5/22_whorl.tsv,e21c27ac36a1fcfe884ab21fd0c858445c8f92265844c71eaf376e6c71f4cafb,033e6eb9aa5b0035876b1c5ff942871c1ecce94ef218325b40d80642487bfab3,512,512,401,0,0,261900,0.9990692138671875,153.1118747613593,401,49,72,15.652475842498529,116.0
R5/23_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/23_right_loop.jpg,Pore ground truth/Ground truth/R5/23_right_loop.tsv,592b5fa9ae7c249036301ee22360cf505f59ba9372662087fa5da178a81c1813,2d6b8c56a1659581e3597ca5dee1217663f19c399efbd09bf142adc77c7b69f4,512,512,504,0,0,262144,1.0,192.2607421875,504,57,93,15.0,110.0
R5/23_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/23_whorl.jpg,Pore ground truth/Ground truth/R5/23_whorl.tsv,e09c00ed6414df781f6ab9c2866ad7a4353282f888b08d4ca8e8e574859a7dda,93d562be0ce9d4032d39b3caaceeba18663a8266a8f1cd53d84d214975142d83,512,512,452,0,0,261179,0.9963188171386719,173.06138701809869,452,49,74,16.446820984663685,111.0
R5/24_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/24_right_loop.jpg,Pore ground truth/Ground truth/R5/24_right_loop.tsv,342207951eea220a367163fde2c182ab3ac5e8615164edd9b6e1f09d5a887161,18e9b91ad984bf80aa89ed90ccbff4a0ce6b0179a545c645e605a7e732ce955c,512,512,465,0,0,262144,1.0,177.3834228515625,465,63,90,15.620499351813308,114.0
R5/24_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/24_whorl.jpg,Pore ground truth/Ground truth/R5/24_whorl.tsv,21376750fcf501ad68088ac5d32ace07ae6b2d50508ad964d16e26dba6db23d3,15e0e8067db1d544ca926431b2ef8d855babe6da86828c78c3f03280f177dab9,512,512,354,0,0,260840,0.995025634765625,135.715381076522,354,42,64,15.0,116.0
R5/25_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/25_right_loop.jpg,Pore ground truth/Ground truth/R5/25_right_loop.tsv,2032265908817f26f541c4c556c01388eca2f931be862c301787a09d8a5899f4,8b963b0c1efd8e4c3832e6c7a95c73c7b379a3c6c988ae13f035ca2b3df180ad,512,512,389,0,0,261800,0.998687744140625,148.5867074102368,389,50,78,16.0,130.0
R5/25_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/25_whorl.jpg,Pore ground truth/Ground truth/R5/25_whorl.tsv,8665ef05f92f49795e0c65f3f006eb704ea0dc3d649dd92a3ce56c605634096c,5613517a4f19bc92347c6d61ce39f5b84a9150dfd7f247ef69d2baf6e0097e80,512,512,341,0,0,261744,0.99847412109375,130.27996821321597,341,39,54,14.866068747318506,120.0
R5/26_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/26_right_loop.jpg,Pore ground truth/Ground truth/R5/26_right_loop.tsv,7a7d991bbb62565b255753df0edba9c2e2c2a1887dbad918145b9f097a14dc75,12dca58de98fc540d81ac7a75872ec9bc47928622178490e3cedba52710d921c,512,512,333,0,0,259247,0.9889488220214844,128.448930942306,333,33,61,16.278820596099706,132.0
R5/26_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/26_whorl.jpg,Pore ground truth/Ground truth/R5/26_whorl.tsv,8f4dd2d8c75e4555c895bc6fe9e13d5f5bd71469a41b7051383f0d790b8d190d,acfaedd97b29a40bf2f58b5d102c556c69580c549f53835fe4d579e671b3f101,512,512,373,0,0,262144,1.0,142.2882080078125,373,46,74,14.317821063276353,116.0
R5/27_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/27_right_loop.jpg,Pore ground truth/Ground truth/R5/27_right_loop.tsv,be850f923242653b15cd860375a6da3d12186ce8a6c14871d25b2be9a7ac460c,eb2868239b14544b59e58058db622fc118a10d4cdb675b8146c7c4d2cc4e2047,512,512,362,0,0,262144,1.0,138.092041015625,362,43,69,17.029386365926403,115.0
R5/27_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/27_whorl.jpg,Pore ground truth/Ground truth/R5/27_whorl.tsv,b2337ec34bebe4a8bd1ab69a1cf05c55e5da2cf78650baffa53501579e036b46,19222adeae8b02915295cac9d9664668e58092fca5e6611a57de2a827a654a0c,512,512,417,0,0,261726,0.9984054565429688,159.3269296898283,417,43,75,15.811388300841896,113.0
R5/28_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/28_right_loop.jpg,Pore ground truth/Ground truth/R5/28_right_loop.tsv,cb3222a194702ea18a08face46346f1c704fe8a9fe3240b95d3f0a85549c5783,0fc4d15b03c4869b0236a01bfe1d986baa0d3171e2a9b20015d695c44d123db0,512,512,310,0,0,261442,0.9973220825195312,118.57314433029124,310,35,60,15.198541736447652,121.0
R5/28_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/28_whorl.jpg,Pore ground truth/Ground truth/R5/28_whorl.tsv,4cc372803954ef12f191bb0f8f3960fe6e6331fb2ef0c3db1e8ca1986f697b8d,c39f863123809999073f314546bf2b2b1fe5a3a4dce3cae54bca1048a980a0c6,512,512,415,0,0,262144,1.0,158.3099365234375,415,52,81,15.652475842498529,112.0
R5/29_right_loop,R5,right_loop,Pore ground truth/Fingerprint Images/R5/29_right_loop.jpg,Pore ground truth/Ground truth/R5/29_right_loop.tsv,fca808959ad22c407d3e2df79ef3c906f4f536a2de4d0ff5cf83237331818299,2bf133b29ade386a0bd255b024a4e57b3209ed115eaea3a74ec3a442d8047967,512,512,390,0,0,262144,1.0,148.773193359375,390,50,71,15.620499351813308,134.0
R5/29_whorl,R5,whorl,Pore ground truth/Fingerprint Images/R5/29_whorl.jpg,Pore ground truth/Ground truth/R5/29_whorl.tsv,a9434e63de2bcf8a7c0641715defbfb622a6216f944126a12e36d1c66e41ae07,a75cc024af6f3da0b0c6903b13c82fa1462669053472fb564c77aebb14b0de33,512,512,417,0,0,262144,1.0,159.0728759765625,417,54,81,17.26267650163207,109.0
R5/2_left_loop,R5,left_loop,Pore ground truth/Fingerprint Images/R5/2_left_loop.jpg,Pore ground truth/Ground truth/R5/2_left_loop.tsv,19a11554823f421f8a4ca5adeef70825afbd29faf0298489b34c6a3216f194bd,8ba84094a45ab97dc9cd5e858642d9325ed84f9777aff8b8253db3148aab553c,512,512,500,0,0,261025,0.9957313537597656,191.55253328225265,500,60,91,15.132421295050364,110.0
R5/2_plain_arch,R5,plain_arch,Pore ground truth/Fingerprint Images/R5/2_plain_arch.jpg,Pore ground truth/Ground truth/R5/2_plain_arch.tsv,7aae0d5f9cfbb53866b974f0238f60db702294a244314d82005d521b6ee85950,51ea8008a511014acaafb56d7935410bab6952caf1f2e2a09fdf3b4b30b0b177,512,512,525,0,0,262035,0.9995841979980469,200.3549144198294,525,63,97,15.132745950421556,123.0
